,Primary_applicant_age_in_years,Gender,Marital_status,Number_of_dependents,Housing,Years_at_current_residence,Employment_status,Has_been_employed_for_at_least,Foreign_worker,Savings_account_balance,Balance_in_existing_bank_account_(lower_limit_of_bucket),Balance_in_existing_bank_account_(upper_limit_of_bucket),Months_loan_taken_for,Purpose,Principal_loan_amount,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant
670,27,male,single,1,own,3,unskilled - resident,1 year,1,Medium,0,0,24,business,4139000,3,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
671,31,male,single,1,own,2,skilled employee / official,4 years,1,Medium,0,0,36,business,5742000,2,car or other,0,0,2,existing loans paid back duly till now,0
672,42,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,1,Low,0,0,60,new vehicle,10366000,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
673,24,male,married/widowed,1,own,2,skilled employee / official,1 year,1,High,0,0,6,new vehicle,2080000,1,car or other,0,0,1,critical/pending loans at other banks,0
674,41,male,single,2,own,2,unskilled - resident,0 year,1,High,0,0,21,business,2580000,4,real estate,0,0,1,delay in paying off loans in the past,1
675,26,female,divorced/separated/married,1,rent,4,management / self-employed / highly qualified employee / officer,4 years,1,Low,0,0,30,electronic equipment,4530000,4,car or other,0,0,1,critical/pending loans at other banks,0
676,33,male,single,1,own,4,skilled employee / official,7 years,1,Low,0,0,24,FF&E,5150000,4,car or other,0,0,1,critical/pending loans at other banks,0
677,24,male,married/widowed,1,own,2,skilled employee / official,1 year,1,Medium,0,2 lac,72,electronic equipment,5595000,2,car or other,0,0,1,existing loans paid back duly till now,1
678,64,male,single,1,rent,4,unskilled - resident,7 years,1,Low,0,0,24,electronic equipment,2384000,4,real estate,0,0,1,existing loans paid back duly till now,0
679,26,female,divorced/separated/married,1,own,1,skilled employee / official,0 year,1,Low,0,0,18,electronic equipment,1453000,3,real estate,0,0,1,existing loans paid back duly till now,0
680,56,female,divorced/separated/married,1,own,2,skilled employee / official,0 year,1,Low,0,0,6,education,1538000,1,car or other,0,0,1,existing loans paid back duly till now,0
681,37,male,single,1,for free,4,skilled employee / official,1 year,1,Low,0,0,12,electronic equipment,2279000,4,car or other,0,0,1,existing loans paid back duly till now,0
682,33,male,married/widowed,1,own,3,skilled employee / official,1 year,1,Low,0,0,15,electronic equipment,1478000,4,real estate,0,0,2,delay in paying off loans in the past,0
683,47,male,married/widowed,1,for free,3,skilled employee / official,0 year,1,Low,0,0,24,electronic equipment,5103000,3,car or other,0,0,3,critical/pending loans at other banks,0
684,31,male,single,2,own,3,unskilled - resident,4 years,1,Medium,0,2 lac,36,business,9857000,1,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,0
685,34,male,single,2,for free,4,skilled employee / official,1 year,1,Low,0,0,60,new vehicle,6527000,4,car or other,0,0,1,existing loans paid back duly till now,0
686,27,male,single,1,own,2,skilled employee / official,4 years,1,Low,2 lac,0,10,electronic equipment,1347000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
687,30,male,single,1,for free,3,skilled employee / official,7 years,1,Medium,0,2 lac,36,new vehicle,2862000,4,car or other,0,0,1,delay in paying off loans in the past,0
688,35,male,single,1,own,4,skilled employee / official,7 years,1,Medium,0,0,9,electronic equipment,2753000,3,car or other,1,0,1,existing loans paid back duly till now,0
689,31,male,single,2,own,3,skilled employee / official,1 year,1,Very high,0,0,12,new vehicle,3651000,1,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
690,25,male,divorced/separated,1,own,3,skilled employee / official,1 year,1,Low,0,0,15,FF&E,975000,2,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
691,25,female,divorced/separated/married,1,own,2,unskilled - resident,1 year,1,Medium,0,2 lac,15,repair costs,2631000,3,real estate,0,0,1,existing loans paid back duly till now,0
692,29,male,single,1,own,1,skilled employee / official,0 year,1,Medium,0,2 lac,24,electronic equipment,2896000,2,car or other,0,0,1,existing loans paid back duly till now,0
693,44,male,single,2,own,3,unskilled - resident,0 year,1,Low,0,0,6,new vehicle,4716000,1,real estate,0,0,2,critical/pending loans at other banks,0
694,28,male,single,1,own,2,skilled employee / official,4 years,1,Low,0,0,24,electronic equipment,2284000,4,car or other,0,0,1,existing loans paid back duly till now,0
695,50,male,single,1,rent,4,skilled employee / official,1 year,1,High,0,0,6,used vehicle,1236000,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
696,29,male,single,1,own,3,skilled employee / official,4 years,0,Low,0,2 lac,12,electronic equipment,1103000,4,real estate,0,1,2,existing loans paid back duly till now,0
697,38,female,divorced/separated/married,1,own,2,unemployed / unskilled - non-resident,0 year,1,Low,0,0,12,new vehicle,926000,1,building society savings agreement/life insurance,0,0,1,critical/pending loans at other banks,0
698,24,male,single,1,own,2,skilled employee / official,1 year,1,Low,0,0,18,electronic equipment,1800000,4,car or other,0,0,2,critical/pending loans at other banks,0
699,40,male,single,1,rent,4,management / self-employed / highly qualified employee / officer,7 years,1,Low,2 lac,0,15,education,1905000,4,car or other,0,0,1,existing loans paid back duly till now,0
700,29,female,divorced/separated/married,1,rent,4,unskilled - resident,1 year,1,High,0,0,12,FF&E,1123000,4,car or other,0,0,1,existing loans paid back duly till now,1
701,46,male,single,1,for free,4,skilled employee / official,7 years,1,Low,0,0,48,used vehicle,6331000,4,car or other,0,0,2,critical/pending loans at other banks,1
702,47,female,divorced/separated/married,1,for free,2,skilled employee / official,7 years,1,Medium,2 lac,0,24,electronic equipment,1377000,4,car or other,0,0,1,existing loans paid back duly till now,0
703,41,male,single,1,own,2,skilled employee / official,7 years,1,Medium,0,2 lac,30,business,2503000,4,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,0
704,32,female,divorced/separated/married,2,own,1,skilled employee / official,0 year,1,Low,0,2 lac,27,business,2528000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
705,35,female,divorced/separated/married,1,for free,4,skilled employee / official,7 years,1,High,0,0,15,new vehicle,5324000,1,car or other,0,0,1,existing loans paid back duly till now,0
706,24,male,single,1,own,2,skilled employee / official,4 years,1,Medium,0,2 lac,48,new vehicle,6560000,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
707,25,female,divorced/separated/married,1,rent,3,skilled employee / official,0 year,1,Low,0,2 lac,12,FF&E,2969000,4,building society savings agreement/life insurance,0,0,2,no loans taken/all loans paid back duly,1
708,25,female,divorced/separated/married,1,own,4,skilled employee / official,7 years,1,Low,0,2 lac,9,electronic equipment,1206000,4,real estate,0,0,1,existing loans paid back duly till now,0
709,37,male,single,2,own,2,unskilled - resident,1 year,1,Low,0,2 lac,9,electronic equipment,2118000,2,real estate,0,0,1,existing loans paid back duly till now,0
710,32,male,single,1,own,3,management / self-employed / highly qualified employee / officer,7 years,1,High,0,0,18,electronic equipment,629000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
711,35,female,divorced/separated/married,1,for free,4,skilled employee / official,7 years,1,Low,0,0,6,education,1198000,4,car or other,0,0,1,all loans at this bank paid back duly,1
712,46,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,1,Low,0,0,21,used vehicle,2476000,4,real estate,0,0,1,existing loans paid back duly till now,0
713,25,male,single,1,own,4,unskilled - resident,1 year,1,Low,0,0,9,electronic equipment,1138000,4,real estate,0,0,2,critical/pending loans at other banks,0
714,27,male,single,1,own,2,management / self-employed / highly qualified employee / officer,4 years,1,Low,0,2 lac,60,new vehicle,14027000,4,car or other,0,0,1,existing loans paid back duly till now,1
715,63,male,single,1,own,4,skilled employee / official,7 years,1,Low,0,0,30,used vehicle,7596000,1,car or other,0,0,2,critical/pending loans at other banks,0
716,40,male,single,2,own,2,skilled employee / official,7 years,1,Low,0,0,30,electronic equipment,3077000,3,car or other,0,0,2,critical/pending loans at other banks,0
717,32,male,single,1,for free,2,management / self-employed / highly qualified employee / officer,1 year,1,Low,0,0,18,electronic equipment,1505000,4,car or other,0,0,1,existing loans paid back duly till now,0
718,31,male,single,1,own,2,skilled employee / official,1 year,1,Low,2 lac,0,24,electronic equipment,3148000,3,car or other,0,0,2,critical/pending loans at other banks,0
719,31,male,married/widowed,1,own,4,skilled employee / official,7 years,1,Medium,0,2 lac,20,used vehicle,6148000,3,car or other,0,0,2,no loans taken/all loans paid back duly,0
720,34,male,single,1,own,2,management / self-employed / highly qualified employee / officer,0 year,1,Low,2 lac,0,9,electronic equipment,1337000,4,car or other,0,0,2,no loans taken/all loans paid back duly,1
721,24,female,divorced/separated/married,2,rent,2,skilled employee / official,0 year,1,Very high,0,2 lac,6,education,433000,4,building society savings agreement/life insurance,0,0,1,all loans at this bank paid back duly,1
722,24,female,divorced/separated/married,1,own,2,unskilled - resident,1 year,1,Low,0,0,12,new vehicle,1228000,4,real estate,0,0,1,existing loans paid back duly till now,1
723,66,female,divorced/separated/married,1,own,3,unskilled - resident,1 year,1,High,0,2 lac,9,electronic equipment,790000,4,real estate,0,0,1,existing loans paid back duly till now,0
724,21,female,divorced/separated/married,1,rent,3,skilled employee / official,1 year,1,Low,0,0,27,new vehicle,2570000,3,real estate,0,0,1,existing loans paid back duly till now,1
725,41,female,divorced/separated/married,1,own,2,unskilled - resident,1 year,1,Very high,0,0,6,new vehicle,250000,2,real estate,0,0,2,critical/pending loans at other banks,0
726,47,male,married/widowed,1,own,2,unskilled - resident,1 year,1,High,0,0,15,electronic equipment,1316000,2,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
727,25,female,divorced/separated/married,1,rent,4,skilled employee / official,1 year,1,Low,0,0,18,electronic equipment,1882000,4,car or other,0,0,2,existing loans paid back duly till now,1
728,59,female,divorced/separated/married,1,rent,3,skilled employee / official,7 years,1,Low,0,2 lac,48,business,6416000,4,car or other,0,0,1,all loans at this bank paid back duly,1
729,36,male,divorced/separated,1,own,4,skilled employee / official,1 year,1,Very high,2 lac,0,24,business,1275000,2,real estate,0,0,2,critical/pending loans at other banks,0
730,33,male,single,1,own,2,skilled employee / official,0 year,1,Low,0,2 lac,24,electronic equipment,6403000,1,car or other,0,0,1,delay in paying off loans in the past,0
731,21,male,single,2,rent,4,unskilled - resident,1 year,1,Low,0,0,24,electronic equipment,1987000,2,real estate,0,0,1,existing loans paid back duly till now,1
732,44,female,divorced/separated/married,1,own,2,unskilled - resident,4 years,1,Low,0,2 lac,8,electronic equipment,760000,4,real estate,0,1,1,existing loans paid back duly till now,0
733,28,female,divorced/separated/married,1,rent,4,skilled employee / official,1 year,1,Very high,0,0,24,used vehicle,2603000,2,car or other,0,0,1,existing loans paid back duly till now,0
734,37,female,divorced/separated/married,2,own,1,skilled employee / official,4 years,1,Low,0,0,4,new vehicle,3380000,1,real estate,0,0,1,critical/pending loans at other banks,0
735,29,female,divorced/separated/married,1,own,2,unemployed / unskilled - non-resident,0 year,1,Low,0,2 lac,36,domestic appliances,3990000,3,car or other,0,0,1,all loans at this bank paid back duly,0
736,23,female,divorced/separated/married,1,rent,4,management / self-employed / highly qualified employee / officer,1 year,1,Low,0,2 lac,24,used vehicle,11560000,1,car or other,0,0,2,existing loans paid back duly till now,1
737,35,male,single,2,own,4,unskilled - resident,1 year,1,Medium,0,0,18,new vehicle,4380000,3,car or other,0,0,1,existing loans paid back duly till now,0
738,45,male,single,2,own,3,management / self-employed / highly qualified employee / officer,4 years,1,Low,0,0,6,new vehicle,6761000,1,car or other,0,0,2,critical/pending loans at other banks,0
739,26,female,divorced/separated/married,1,rent,4,unskilled - resident,1 year,1,Medium,0,2 lac,30,business,4280000,4,car or other,0,0,2,no loans taken/all loans paid back duly,1
740,32,male,single,1,own,3,skilled employee / official,4 years,1,Medium,0,0,24,new vehicle,2325000,2,car or other,0,0,1,all loans at this bank paid back duly,0
741,23,male,single,1,own,4,unskilled - resident,1 year,1,Low,0,2 lac,10,electronic equipment,1048000,4,real estate,0,0,1,all loans at this bank paid back duly,0
742,41,male,single,1,own,3,skilled employee / official,7 years,1,Low,0,0,21,electronic equipment,3160000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
743,22,male,single,1,own,4,skilled employee / official,1 year,1,High,0,0,24,FF&E,2483000,4,real estate,0,0,1,all loans at this bank paid back duly,0
744,30,male,single,1,own,4,management / self-employed / highly qualified employee / officer,4 years,1,Low,0,0,39,FF&E,14179000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
745,28,male,single,1,own,1,unskilled - resident,0 year,1,Low,0,0,13,business,1797000,3,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
